route_name,route_geom
M7 - M2 to M5,"LINESTRING (150.9639 -33.76619, 150.949 -33.75094, 150.9292 -33.74167, 150.9105 -33.73721, 150.8563 -33.73017, 150.8495 -33.73319, 150.846 -33.74914, 150.8478 -33.75718, 150.8462 -33.76593, 150.8583 -33.78098, 150.8521 -33.81209, 150.8566 -33.83426, 150.8457 -33.87304, 150.8353 -33.89192, 150.8457 -33.9032, 150.8542 -33.92081, 150.8642 -33.92657, 150.8694 -33.93333, 150.8781 -33.9375, 150.8777 -33.9461)"
M5 - M1 to Hume Motorway,"LINESTRING (151.1727 -33.94611, 151.1662 -33.94644, 151.1507 -33.93653, 151.139 -33.93472, 151.1257 -33.93666, 151.1064 -33.93662, 151.0978 -33.93966, 151.0861 -33.94011, 151.0737 -33.9437, 151.0589 -33.94337, 151.0321 -33.94004, 151.0207 -33.94112, 151.0084 -33.93965, 150.998 -33.94357, 150.9892 -33.94364, 150.966 -33.94748, 150.9529 -33.94582, 150.9435 -33.9423, 150.9088 -33.93759, 150.905 -33.93883, 150.8946 -33.94715, 150.8804 -33.95148, 150.8776 -33.95423, 150.8766 -33.95776)"
M5 - Hume Motorway to M1,"LINESTRING (150.8763 -33.95791, 150.8774 -33.95423, 150.8802 -33.95139, 150.8943 -33.94712, 150.905 -33.93863, 150.9088 -33.93745, 150.9435 -33.94213, 150.9532 -33.94571, 150.9668 -33.94738, 150.9883 -33.94363, 150.9983 -33.94339, 151.0083 -33.93957, 151.0207 -33.94099, 151.0321 -33.93989, 151.0592 -33.9433, 151.073 -33.94362, 151.0856 -33.9401, 151.0973 -33.93963, 151.1064 -33.93643, 151.1255 -33.93664, 151.1393 -33.93465, 151.1509 -33.93646, 151.1662 -33.94635, 151.1732 -33.94596)"
M4 (East)-A4 - Strathfield to Cahill Expressway,"LINESTRING (151.0752 -33.85867, 151.0828 -33.86202, 151.0929 -33.86412, 151.1045 -33.86908, 151.1223 -33.87404, 151.1307 -33.87706, 151.139 -33.87204, 151.1442 -33.86994, 151.1481 -33.87051, 151.1519 -33.87471, 151.1594 -33.87523, 151.1688 -33.87349, 151.1767 -33.8688, 151.1803 -33.86782, 151.1923 -33.87105, 151.1955 -33.87454, 151.197 -33.87485, 151.2025 -33.87269, 151.2032 -33.87031, 151.2029 -33.86681, 151.2055 -33.8608)"
M4 - Strathfield to Glenbrook,"LINESTRING (151.095 -33.86667, 151.062 -33.85475, 151.0149 -33.82773, 150.9953 -33.82765, 150.9784 -33.81751, 150.9663 -33.81685, 150.9291 -33.80666, 150.868 -33.80089, 150.8331 -33.79231, 150.8047 -33.791, 150.7697 -33.78414, 150.7463 -33.78311, 150.7029 -33.78555, 150.6786 -33.77848, 150.6489 -33.75714, 150.6423 -33.75861, 150.6403 -33.76346)"
M4 (East)-A4 - Cahill Expressway to Strathfield,"LINESTRING (151.2059 -33.86088, 151.2029 -33.86703, 151.2032 -33.87296, 151.2015 -33.87428, 151.196 -33.87497, 151.1925 -33.87128, 151.1802 -33.86795, 151.1754 -33.86973, 151.1688 -33.87355, 151.1596 -33.87533, 151.1519 -33.87479, 151.1482 -33.87064, 151.1443 -33.87002, 151.1389 -33.87217, 151.1322 -33.87729, 151.13 -33.87794, 151.1279 -33.87752, 151.1223 -33.87419, 151.1064 -33.86985, 151.0925 -33.8642, 151.0845 -33.86279, 151.0751 -33.85881)"
M7 - M5 to M2,"LINESTRING (150.8781 -33.94403, 150.8777 -33.93744, 150.8694 -33.93362, 150.864 -33.92664, 150.8537 -33.92067, 150.8453 -33.90308, 150.8371 -33.89651, 150.835 -33.89176, 150.8453 -33.87318, 150.8562 -33.83547, 150.8519 -33.81137, 150.8581 -33.78161, 150.8559 -33.77638, 150.8461 -33.767, 150.8476 -33.75673, 150.8457 -33.74951, 150.849 -33.73335, 150.856 -33.72987, 150.9117 -33.73712, 150.9307 -33.74175, 150.9537 -33.75397, 150.9657 -33.7684)"
M8 - M5 to Mascot,"LINESTRING (151.0834 -33.9408, 151.0869 -33.93987, 151.0929 -33.94017, 151.1051 -33.93861, 151.1245 -33.93726, 151.1324 -33.93751, 151.1452 -33.93913, 151.1498 -33.93883, 151.1549 -33.93709, 151.1576 -33.93495, 151.1603 -33.93135, 151.162 -33.92582, 151.1635 -33.92342, 151.171 -33.91703, 151.1742 -33.9159, 151.1791 -33.91553, 151.1805 -33.91638, 151.1819 -33.91908, 151.1846 -33.91972)"
NorthConnex-M1 - Brooklyn to M2,"LINESTRING (151.038 -33.76044, 151.0496 -33.75716, 151.0537 -33.74496, 151.0798 -33.72943, 151.1028 -33.72488, 151.1085 -33.72125, 151.1171 -33.70848, 151.1213 -33.69409, 151.1215 -33.66835, 151.1365 -33.65553, 151.1388 -33.6455, 151.148 -33.63518, 151.1512 -33.6261, 151.159 -33.61896, 151.1625 -33.6078, 151.1719 -33.59766, 151.1741 -33.58908, 151.1915 -33.5793, 151.1924 -33.55296, 151.1977 -33.54235)"
A1 - Artarmon to Wahroonga,"LINESTRING (151.177 -33.81041, 151.1796 -33.80708, 151.1795 -33.80071, 151.1779 -33.79635, 151.1804 -33.79079, 151.178 -33.78562, 151.1702 -33.78116, 151.1681 -33.77448, 151.1615 -33.77172, 151.1572 -33.76715, 151.1517 -33.75377, 151.1474 -33.7512, 151.1448 -33.74642, 151.1414 -33.74468, 151.1313 -33.73354, 151.127 -33.73329, 151.1202 -33.72801, 151.117 -33.72024, 151.1106 -33.71876)"
A1 - Wahroonga to Artarmon,"LINESTRING (151.1108 -33.71868, 151.1171 -33.72023, 151.1203 -33.72802, 151.1273 -33.73331, 151.1312 -33.73341, 151.1414 -33.74462, 151.1448 -33.7463, 151.1474 -33.75102, 151.1518 -33.75374, 151.1572 -33.76693, 151.1615 -33.77166, 151.1679 -33.77409, 151.1702 -33.78111, 151.1781 -33.78553, 151.1805 -33.79055, 151.1781 -33.79648, 151.1796 -33.80076, 151.1797 -33.80708, 151.1772 -33.81035)"
Route 3 (Roe Highway) - Great Northern Highway to Kwinana Freeway,"LINESTRING (116.0145 -31.86419, 116.0244 -31.86533, 116.0286 -31.87159, 116.0276 -31.89404, 116.017 -31.90687, 116.0148 -31.91616, 116.0181 -31.93737, 116.0103 -31.96243, 115.9969 -31.97382, 115.975 -32.00175, 115.9705 -32.0276, 115.9375 -32.05141, 115.9275 -32.05464, 115.9076 -32.05561, 115.8766 -32.08158, 115.8561 -32.08794)"
Route 3 (Roe Highway) - Kwinana Freeway to Great Northern Highway,"LINESTRING (115.8538 -32.08747, 115.8765 -32.08138, 115.9073 -32.05545, 115.9256 -32.05462, 115.9376 -32.05105, 115.9702 -32.02747, 115.975 -32.00165, 115.9962 -31.97439, 116.01 -31.96246, 116.0176 -31.938, 116.0146 -31.91617, 116.0168 -31.90704, 116.0274 -31.89445, 116.0284 -31.87196, 116.0245 -31.86568, 116.0149 -31.86438)"
A44 - Strathfield to Camperdown,"LINESTRING (151.0955 -33.86699, 151.1006 -33.86839, 151.1241 -33.87173, 151.1279 -33.87448, 151.1346 -33.88404, 151.1409 -33.8869, 151.145 -33.88971, 151.1485 -33.89, 151.1596 -33.88779, 151.1633 -33.88823, 151.1721 -33.88753, 151.1853 -33.88492, 151.1944 -33.88444)"
"Route 5 - Great Eastern Highway to Stirling Highway, High Street","LINESTRING (115.8869 -31.96725, 115.8808 -31.96359, 115.8741 -31.96401, 115.8556 -31.95682, 115.8548 -31.9585, 115.8508 -31.95915, 115.8484 -31.96202, 115.8424 -31.96324, 115.8378 -31.9686, 115.833 -31.9717, 115.8073 -31.97851, 115.7834 -31.98264, 115.7717 -31.98678, 115.7687 -31.98888, 115.761 -32.00051, 115.755 -32.01299, 115.7523 -32.02921, 115.7537 -32.03416, 115.7634 -32.04288, 115.7644 -32.04967, 115.7658 -32.05068)"
M1 (West) - City to M80,"LINESTRING (144.9243 -37.82789, 144.9131 -37.83314, 144.9085 -37.8339, 144.9034 -37.83267, 144.8932 -37.82688, 144.887 -37.82535, 144.8806 -37.82548, 144.8677 -37.82427, 144.8266 -37.82586)"
M1 (West) - M80 to City,"LINESTRING (144.8263 -37.82538, 144.8703 -37.82406, 144.8807 -37.82527, 144.8881 -37.82532, 144.8938 -37.82694, 144.9042 -37.83284, 144.9085 -37.83375, 144.913 -37.83301, 144.9236 -37.82787)"
55 - Hume Freeway to Montague Street,"LINESTRING (144.9409 -37.58457, 144.9668 -37.74048, 144.9626 -37.76405, 144.9557 -37.8085, 144.9473 -37.81123, 144.9455 -37.81221, 144.9526 -37.82091, 144.9483 -37.82435)"
55 - Montague St to Hume Freeway,"LINESTRING (144.948 -37.82422, 144.9522 -37.82107, 144.9465 -37.81138, 144.9555 -37.80827, 144.9655 -37.74778, 144.967 -37.73804, 144.9638 -37.7303, 144.9452 -37.60212, 144.9405 -37.58442)"
